id,age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
1070,21,"GERMAN","Female","12TH GRADE",1,"No",505,135,4,"Very Good",0,0,7,82,"pro","No","0"
1071,16,"GERMAN","Male","7TH YR COL",7,"No",509,160,5,"Very Good",3,0,5,96,"agri","No","1"
1072,20,"AMERICAN","Female","12TH GRADE",13.8775,"No",504,101,7,"Good",0,0,12,18,"pro","No","1"
1073,17,"NATIVE-AMERICAN","Male","12TH GRADE",2.8,"Yes",601,165,7,"Excellent",0,0,6,18,"transp","No","1"
1074,21,"HAWAIIAN","Female","12TH GRADE",2.8,"No",504,125,4,"Very Good",0,0,9,70,"retail","No","1"
1075,15,"AMERICAN","Female","12TH GRADE",1.45,"No",502,127,5,"Very Good",0,0,9,41,"manuf","No","0"
1076,19,"FRENCH","Male","12TH GRADE",2.5,"No",511,204,3,"Very Good",0,0,12,8,"manuf","No","1"
1077,17,"ENGLISH","Female","4TH YR COL",2.55,"No",506,140,6,"Excellent",0,0,3,56,"pro","No","1"
1078,14,"ENGLISH","Female","4TH YR COL",2.6,"No",502,120,6,"Fair",1,0,2,67,"pro","No","1"
1079,18,"ENGLISH","Female","5TH YR COL",3.12,"No",502,124,5,"Very Good",0,0,2,66,"pro","No","1"
1080,17,"GERMAN","Male","12TH GRADE",1.08,"No",507,165,5,"Very Good",0,0,6,15,"construction","No","0"
1081,18,"AMERICAN","Female","12TH GRADE",1.43,"No",505,217,2,"Very Good",0,0,7,35,"retail","No","0"
1082,17,"GERMAN","Female","12TH GRADE",1.4,"No",503,110,7,"Very Good",0,0,14,51,"transp","Yes","0"
1083,21,"IRISH","Female","10TH GRADE",0,"No",509,140,4,"Good",0,0,6,12,"retail","No","0"
1084,17,"AMERICAN","Female","2ND YR COL",2,"No",507,175,6,"Very Good",0,0,4,51,"pro","No","1"
1085,16,"AMERICAN","Female","9TH GRADE",0,"No",507,150,6,"Very Good",0,0,4,7,"pro","Yes","0"
1086,16,"AMERICAN","Male","8TH GRADE",4.2,"No",600,200,2,"Fair",0,0,5,15,"mining","No","1"
1087,20,"GERMAN","Female","5TH YR COL",1.99,"No",502,132,8,"Very Good",0,0,7,56,"pro","No","1"
1088,17,"GERMAN","Male","12TH GRADE",1.52,"No",601,180,8,"Good",0,0,9,64,"transp","No","0"
1089,15,"GERMAN","Female","12TH GRADE",2.49,"No",507,155,6,"Very Good",0,0,8,29,"busi","Yes","1"
1090,14,"AMERICAN","Male","4TH YR COL",7.2,"No",507,175,4,"Excellent",0,0,8,15,"retail","No","1"
1091,19,"FRENCH","Male","4TH YR COL",3.6,"No",601,165,3,"Very Good",0,0,7,93,"retail","No","1"
1092,21,"AMERICAN","Male","12TH GRADE",2.8,"No",508,140,4,"Very Good",0,0,3,57,"construction","No","1"
1093,19,"ENGLISH","Female","12TH GRADE",0.9,"No",504,230,3,"Fair",0,0,1,53,"retail","No","0"
1094,17,"GERMAN","Male","2ND YR COL",2.8,"No",602,197,4,"Good",0,0,3,85,"pub","Yes","1"
1095,17,"IRISH","Female","2ND YR COL",1.5,"No",508,165,4,"Very Good",0,0,16,53,"personal","No","0"
1096,15,"ENGLISH","Male","3RD YR COL",1.4,"No",602,175,4,"Good",1,0,7,74,"personal","No","0"
1097,19,"NATIVE-AMERICAN","Female","12TH GRADE",1.9,"No",503,170,7,"Good",0,0,5,47,"agri","No","1"
1098,16,"GERMAN","Female","12TH GRADE",0.89,"No",504,150,7,"Good",0,0,7,39,"retail","No","0"
1099,18,"ENGLISH","Female","3RD YR COL",5.1,"No",506,140,5,"Excellent",0,0,3,70,"manuf","Yes","1"
1100,14,"ENGLISH","Female","12TH GRADE",1.5,"No",505,125,5,"Very Good",0,0,11,32,"fin","No","0"
1101,21,"NATIVE-AMERICAN","Male","12TH GRADE",1.37,"No",604,188,2,"Good",1,0,23,39,"retail","No","0"
1102,21,"FRENCH","Female","12TH GRADE",0.85,"No",506,145,3,"Good",0,1,3,68,"retail","No","0"
1103,20,"BLACK","Male","4TH YR COL",4.6,"No",602,230,2,"Good",0,0,7,64,"transp","No","1"
1104,15,"GERMAN","Male","7TH GRADE",1.66,"No",509,194,5,"Fair",0,1,15,3,"personal","No","0"
1105,19,"ENGLISH","Female","12TH GRADE",1.7,"No",507,165,3,"Fair",0,0,5,71,"pro","No","0"
1106,16,"IRISH","Female","2ND YR COL",2.5,"No",503,120,6,"Good",0,0,9,74,"fin","No","1"
1107,20,"ITALIAN","Male","12TH GRADE",6,"No",510,195,3,"Good",2,0,2,41,"mining","No","1"
1108,15,"BLACK","Female","6TH YR COL",3.63,"No",505,113,2,"Excellent",0,0,10,49,"pub","Yes","1"
1109,18,"CHINESE","Female","12TH GRADE",0,"No",504,145,4,"Fair",2,1,13,31,"pro","No","0"
1110,18,"ITALIAN","Male","4TH YR COL",3.61,"No",600,219,5,"Fair",1,0,9,86,"manuf","No","1"
1111,17,"BLACK","Male","1ST YR COL",2.7,"No",508,165,5,"Excellent",0,0,7,63,"construction","No","1"
1112,17,"BLACK","Male","4TH YR COL",0.5,"No",506,135,3,"Very Good",0,0,3,23,"agri","No","0"
1113,16,"ENGLISH","Male","2ND YR COL",4.6,"No",600,205,3,"Very Good",0,0,5,31,"manuf","Yes","1"
1114,18,"SCOTTISH","Male","12TH GRADE",3.1,"No",510,250,3,"Good",0,0,3,59,"busi","No","1"
1115,16,"IRISH","Female","12TH GRADE",0.32,"No",502,120,4,"Good",0,0,10,28,"manuf","No","0"
1116,20,"ENGLISH","Female","12TH GRADE",2.2,"No",504,118,2,"Very Good",0,0,2,15,"manuf","No","1"
1117,17,"ENGLISH","Male","12TH GRADE",2.5,"No",601,150,5,"Very Good",3,0,6,41,"manuf","No","1"
1118,17,"NATIVE-AMERICAN","Male","12TH GRADE",4.5,"Yes",604,270,3,"Good",0,0,17,65,"construction","No","1"
1119,16,"IRISH","Male","3RD YR COL",3.6,"No",510,185,7,"Good",1,0,11,50,"wholesale","No","1"
1120,17,"ENGLISH","Male","1ST YR COL",3.4,"No",511,230,4,"Good",0,0,7,40,"busi","No","1"
1121,15,"AMERICAN","Male","12TH GRADE",2.8,"No",511,160,4,"Very Good",0,0,17,14,"transp","No","1"
1122,16,"ENGLISH","Male","4TH YR COL",3.1,"No",600,185,3,"Very Good",3,0,11,71,"busi","No","1"
1123,19,"ENGLISH","Female","1ST YR COL",1.5,"No",505,160,4,"Excellent",0,0,6,25,"retail","No","0"
1124,21,"ENGLISH","Male","12TH GRADE",2.2,"No",602,295,1,"Very Good",0,0,4,41,"busi","No","1"
1125,21,"GERMAN","Male","8TH GRADE",3.4,"Yes",511,180,4,"Fair",0,1,17,19,"manuf","No","1"
1126,21,"ENGLISH","Female","12TH GRADE",1.9,"No",504,142,4,"Excellent",0,0,8,44,"manuf","No","1"
1127,15,"OTHER","Female","5TH YR COL",4.5,"No",506,180,3,"Good",0,0,12,91,"pro","Yes","1"
1128,16,"GERMAN","Male","4TH YR COL",3.6,"No",602,196,4,"Very Good",0,0,5,79,"transp","No","1"
1129,17,"NATIVE-AMERICAN","Female","12TH GRADE",2.3,"No",502,150,4,"Very Good",0,0,6,28,"manuf","No","1"
1130,17,"ENGLISH","Female","3RD YR COL",1.6,"No",506,126,4,"Excellent",0,0,6,61,"pro","No","0"
1131,17,"BLACK","Male","12TH GRADE",1.8,"No",507,150,5,"Very Good",2,1,15,21,"construction","No","1"
1132,15,"BLACK","Male","1ST YR COL",2.7,"No",508,154,5,"Very Good",0,0,4,16,"construction","No","1"
1133,14,"BLACK","Female","12TH GRADE",1.5,"No",501,145,5,"Fair",0,0,7,15,"manuf","Yes","0"
1134,18,"BLACK","Female","12TH GRADE",2.345,"Yes",508,169,8,"Fair",1,0,2,15,"manuf","No","1"
1135,15,"NATIVE-AMERICAN","Female","12TH GRADE",0.4,"No",507,122,8,"Fair",0,0,4,13,"manuf","No","0"
1136,14,"BLACK","Male","11TH GRADE",0.3,"Yes",506,160,8,"Good",0,0,5,5,"manuf","No","0"
1137,15,"BLACK","Female","12TH GRADE",1.9204,"No",509,147,6,"Poor",0,0,3,27,"manuf","No","1"
1138,18,"GERMAN","Female","12TH GRADE",1.9,"No",501,110,3,"Very Good",0,0,9,74,"retail","No","1"
1139,18,"GERMAN","Male","12TH GRADE",2.7,"No",511,190,3,"Very Good",0,0,16,47,"construction","No","1"
1140,20,"GERMAN","Female","1ST YR COL",0.792,"No",502,185,3,"Very Good",0,0,24,54,"busi","Yes","0"
1141,14,"ENGLISH","Male","4TH YR COL",3.3,"No",601,205,5,"Excellent",0,0,10,48,"pub","Yes","1"
1142,21,"GERMAN","Male","4TH YR COL",3.5,"No",600,180,1,"Very Good",0,0,2,99,"transp","Yes","1"
1143,21,"ENGLISH","Male","4TH YR COL",2.1017,"No",507,140,5,"Good",0,0,11,97,"agri","No","1"
1144,16,"ENGLISH","Male","12TH GRADE",4.5,"No",511,150,3,"Very Good",1,1,9,39,"transp","No","1"
1145,17,"BLACK","Female","12TH GRADE",4.5,"Yes",504,120,4,"Good",0,0,9,16,"manuf","Yes","1"
1146,18,"BLACK","Male","12TH GRADE",0,"Yes",601,156,4,"Fair",3,1,15,6,"agri","No","0"
1147,19,"ENGLISH","Male","12TH GRADE",2.28,"No",510,175,4,"Very Good",0,0,2,30,"construction","No","1"
1148,17,"ENGLISH","Female","12TH GRADE",0,"No",502,165,4,"Very Good",0,0,5,54,"agri","No","0"
1149,14,"GERMAN","Female","4TH YR COL",3,"No",505,150,4,"Excellent",0,0,3,78,"pro","Yes","1"
1150,14,"IRISH","Female","12TH GRADE",1.8,"No",505,130,3,"Good",0,0,7,35,"pro","No","1"
1151,14,"ENGLISH","Male","4TH YR COL",4.2,"No",605,205,4,"Good",4,0,6,36,"manuf","Yes","1"
1152,17,"GERMAN","Female","4TH YR COL",4.15,"No",508,133,4,"Very Good",0,0,9,41,"pro","Yes","1"
1153,18,"ENGLISH","Female","3RD YR COL",3.2,"No",504,110,5,"Excellent",0,0,12,61,"busi","Yes","1"
1154,18,"GERMAN","Female","6TH YR COL",3.9,"No",506,140,5,"Very Good",0,0,11,88,"pro","Yes","1"
1155,21,"ENGLISH","Female","3RD YR COL",0,"No",500,200,6,"Very Good",0,0,8,59,"pro","Yes","0"
1156,17,"ENGLISH","Female","4TH YR COL",1,"No",507,135,6,"Excellent",0,0,11,74,"manuf","No","0"
1157,19,"IRISH","Female","1ST YR COL",0.75,"No",506,124,2,"Good",0,0,18,79,"personal","No","0"
1158,19,"NATIVE-AMERICAN","Female","12TH GRADE",0.5,"Yes",503,130,1,"Good",0,0,7,65,"manuf","No","0"
1159,16,"BLACK","Female","12TH GRADE",2.2,"No",504,140,11,"Excellent",0,0,7,5,"retail","No","1"
1160,17,"BLACK","Female","9TH GRADE",1.5,"No",506,146,10,"Good",0,0,7,8,"manuf","No","0"
1161,18,"BLACK","Female","9TH GRADE",1.2342,"No",503,140,9,"Fair",0,0,5,6,"pro","No","0"
1162,15,"NONE","Female","9TH GRADE",1.2,"Yes",501,115,5,"Excellent",0,0,10,6,"retail","No","0"
1163,16,"ENGLISH","Male","8TH GRADE",2.5,"No",509,135,5,"Very Good",0,0,15,13,"agri","No","1"
1164,15,"BLACK","Male","11TH GRADE",0,"No",508,130,3,"Poor",0,0,4,1,"manuf","No","0"
1165,19,"BLACK","Male","12TH GRADE",1.9,"No",511,230,3,"Good",1,0,3,35,"manuf","No","1"
1166,16,"BLACK","Female","12TH GRADE",0.2,"No",500,103,7,"Fair",0,0,8,15,"fin","No","0"
1167,17,"BLACK","Male","12TH GRADE",1.3,"No",509,165,7,"Excellent",0,0,10,4,"manuf","No","0"
1168,19,"BLACK","Female","12TH GRADE",1.7,"Yes",502,130,7,"Very Good",0,0,1,16,"manuf","No","0"
1169,17,"BLACK","Female","12TH GRADE",0.108,"No",504,104,7,"Excellent",0,0,3,16,"manuf","No","0"
1170,14,"BLACK","Male","1ST YR COL",0.32,"No",507,150,3,"Fair",0,0,4,4,"personal","No","0"
1171,14,"NONE","Female","12TH GRADE",0.8,"Yes",503,110,4,"Very Good",0,0,4,25,"manuf","No","0"
1172,15,"NATIVE-AMERICAN","Male","4TH YR COL",4.2,"No",508,140,6,"Very Good",0,0,6,89,"manuf","Yes","1"
1173,21,"ENGLISH","Female","12TH GRADE",2.372,"No",501,125,3,"Good",0,0,7,52,"pub","Yes","1"
1174,18,"NATIVE-AMERICAN","Female","1ST YR COL",2.15,"No",507,240,2,"Fair",0,0,12,97,"pro","No","1"
1175,21,"ENGLISH","Female","8TH YR COL OR MORE",4,"No",503,119,1,"Very Good",0,0,10,78,"manuf","No","1"
1176,17,"ENGLISH","Female","6TH YR COL",0,"No",506,123,5,"Very Good",0,0,11,89,"pro","No","0"
1177,14,"NATIVE-AMERICAN","Female","4TH YR COL",4,"No",506,115,5,"Very Good",0,0,6,59,"personal","No","1"
1178,15,"GERMAN","Female","5TH YR COL",4.475,"Yes",504,230,4,"Poor",1,1,16,91,"manuf","No","1"
1179,14,"GERMAN","Male","4TH YR COL",6.3,"No",602,180,4,"Very Good",0,0,6,93,"manuf","Yes","1"
1180,15,"IRISH","Female","4TH YR COL",0.15,"No",500,115,3,"Good",0,0,11,59,"busi","Yes","0"
1181,20,"OTHER","Female","2ND YR COL",2.3,"No",504,145,3,"Excellent",0,0,14,34,"busi","Yes","1"
1182,15,"ENGLISH","Female","6TH YR COL",3.5,"No",504,115,6,"Very Good",0,0,10,21,"pro","No","1"
1183,21,"GERMAN","Female","4TH YR COL",3.2,"No",504,127,6,"Very Good",0,0,5,99,"pro","Yes","1"
1184,17,"ENGLISH","Male","5TH YR COL",5.4,"No",511,195,6,"Excellent",0,0,5,87,"manuf","No","1"
1185,21,"FRENCH","Male","12TH GRADE",3,"No",509,125,4,"Fair",1,0,5,42,"agri","No","1"
1186,17,"GREEK","Male","9TH GRADE",2.1,"Yes",600,180,5,"Fair",0,0,9,11,"construction","No","1"
1187,17,"ENGLISH","Male","12TH GRADE",0,"No",600,180,8,"Excellent",0,0,10,22,"wholesale","No","0"
1188,15,"BLACK","Female","1ST YR COL",2.25,"No",508,154,8,"Good",1,0,10,20,"fin","No","1"
1189,18,"IRISH","Female","12TH GRADE",1,"Yes",503,130,2,"Very Good",1,0,21,48,"retail","No","0"
1190,22,"FRENCH","Male","12TH GRADE",3.2,"No",508,170,3,"Excellent",0,1,9,75,"fin","No","1"
1191,15,"NATIVE-AMERICAN","Male","12TH GRADE",2.75,"No",602,155,4,"Fair",0,0,17,17,"pub","No","1"
1192,19,"IRISH","Male","9TH GRADE",2.5,"No",509,140,3,"Very Good",0,0,6,63,"construction","No","1"
1193,17,"ENGLISH","Female","12TH GRADE",2.35,"No",503,110,5,"Excellent",0,0,10,56,"construction","No","1"
1194,15,"IRISH","Male","2ND YR COL",3.3,"No",510,175,5,"Excellent",0,0,12,27,"transp","No","1"
1195,17,"ENGLISH","Female","2ND YR COL",2.5,"Yes",505,110,4,"Excellent",3,0,4,64,"pub","Yes","1"
1196,20,"FRENCH","Male","4TH YR COL",3.5551,"No",600,220,4,"Good",0,0,2,68,"retail","No","1"
1197,16,"ENGLISH","Male","4TH YR COL",4.7693,"No",507,160,3,"Fair",0,0,5,99,"fin","Yes","1"
1198,19,"ENGLISH","Male","3RD YR COL",1.8,"No",600,190,3,"Excellent",0,0,7,75,"manuf","No","1"
1199,22,"ENGLISH","Female","1ST YR COL",2,"No",506,190,6,"Excellent",0,0,2,53,"pub","No","1"
1200,18,"ENGLISH","Male","10TH GRADE",6,"No",507,181,4,"Good",0,0,14,29,"transp","No","1"
1201,21,"AMERICAN","Male","1ST YR COL",3.9,"No",602,150,4,"Excellent",0,0,8,74,"retail","No","1"
1202,18,"ENGLISH","Male","12TH GRADE",2.8724,"No",511,145,4,"Good",0,0,29,77,"enter","No","1"
1203,19,"ENGLISH","Female","7TH YR COL",13.8775,"No",505,119,4,"Excellent",0,0,5,98,"pro","Yes","1"
1204,19,"NATIVE-AMERICAN","Female","12TH GRADE",0,"Yes",506,141,3,"Fair",0,0,10,20,"busi","No","0"
1205,18,"AMERICAN","Male","2ND YR COL",4.5,"No",508,163,5,"Excellent",0,0,4,77,"transp","Yes","1"
1206,17,"AMERICAN","Female","12TH GRADE",1.2,"No",502,111,5,"Very Good",0,0,5,37,"agri","No","0"
1207,18,"ENGLISH","Male","2ND YR COL",3.2,"No",504,150,4,"Excellent",5,0,8,54,"retail","Yes","1"
1208,16,"ENGLISH","Male","2ND YR COL",4.4,"Yes",503,150,4,"Very Good",0,0,12,13,"busi","Yes","1"
1209,15,"NATIVE-AMERICAN","Male","12TH GRADE",0,"No",601,303,4,"Poor",0,0,18,32,"busi","No","0"
1210,18,"BLACK","Male","12TH GRADE",1.5,"No",602,165,4,"Excellent",0,0,12,21,"construction","No","0"
1211,15,"BLACK","Male","10TH GRADE",1.8,"Yes",511,164,5,"Good",2,1,13,1,"agri","No","1"
1212,15,"BLACK","Male","3RD YR COL",2.8,"No",601,184,6,"Good",0,0,9,12,"retail","No","1"
1213,19,"ENGLISH","Male","9TH GRADE",0.5,"No",509,175,5,"Fair",0,1,10,12,"agri","No","0"
1214,18,"BLACK","Female","2ND YR COL",1.5,"No",508,125,5,"Very Good",0,0,8,37,"pro","No","0"
1215,16,"ENGLISH","Male","10TH GRADE",4,"No",507,132,6,"Very Good",0,0,2,2,"agri","No","1"
1216,19,"BLACK","Female","1ST YR COL",1.8,"No",506,175,4,"Very Good",0,0,7,21,"enter","Yes","1"
1217,16,"FRENCH","Male","12TH GRADE",2.5,"No",601,193,3,"Good",0,0,11,27,"retail","No","1"
1218,21,"AMERICAN","Female","4TH YR COL",3.3,"No",507,122,5,"Excellent",0,0,3,65,"pro","No","1"
1219,20,"GERMAN","Female","2ND YR COL",2.2,"No",508,220,5,"Good",0,0,8,63,"pro","No","1"
1220,14,"FRENCH","Male","2ND YR COL",2.8,"No",508,155,2,"Excellent",0,0,6,85,"retail","No","1"
1221,18,"FRENCH","Female","1ST YR COL",4.2,"No",507,150,2,"Very Good",0,0,1,49,"mining","No","1"
1222,14,"IRISH","Male","12TH GRADE",4.05,"No",508,150,4,"Good",1,0,5,63,"manuf","No","1"
1223,17,"OTHER","Male","12TH GRADE",1.5,"No",603,222,5,"Very Good",0,0,20,67,"busi","Yes","0"
1224,18,"MEXICAN-AMERICAN","Male","12TH GRADE",3.4,"No",510,185,7,"Good",0,0,14,32,"transp","No","1"
1225,16,"MEXICAN","Female","12TH GRADE",1.65,"No",503,260,7,"Fair",0,0,9,35,"retail","No","0"
1226,18,"MEXICAN-AMERICAN","Male","2ND YR COL",4.6,"No",505,160,5,"Very Good",3,0,4,74,"pub","Yes","1"
1227,17,"MEXICAN-AMERICAN","Male","3RD YR COL",3.6,"No",505,150,5,"Very Good",0,0,17,62,"transp","No","1"
1228,14,"NATIVE-AMERICAN","Female","2ND YR COL",3,"Yes",500,115,5,"Very Good",0,0,8,13,"personal","No","1"
1229,21,"IRISH","Male","12TH GRADE",2.6,"No",600,220,3,"Very Good",0,0,8,38,"retail","No","1"
1230,18,"JAPANESE","Male","11TH GRADE",2.4,"No",506,150,4,"Excellent",0,0,3,21,"transp","No","1"
1231,16,"GERMAN","Female","12TH GRADE",2.0473,"No",500,178,5,"Good",0,0,9,79,"retail","No","1"
1232,22,"IRISH","Male","12TH GRADE",1.6,"No",507,175,3,"Fair",0,0,5,35,"mining","No","0"
1233,20,"GERMAN","Female","12TH GRADE",1.9,"No",502,156,2,"Fair",0,0,9,37,"busi","Yes","1"
1234,20,"ENGLISH","Male","12TH GRADE",3.5,"No",509,145,6,"Fair",0,0,5,25,"retail","No","1"
1235,17,"ENGLISH","Male","2ND YR COL",3.6,"No",601,155,4,"Excellent",5,0,9,86,"manuf","No","1"
1236,22,"NATIVE-AMERICAN","Male","1ST YR COL",2.5,"No",600,150,1,"Very Good",2,1,6,26,"manuf","No","1"
1237,19,"AMERICAN","Female","12TH GRADE",2.1,"No",502,133,1,"Good",0,0,7,35,"pub","No","1"
1238,19,"NONE","Male","12TH GRADE",3,"No",511,160,3,"Very Good",2,0,1,43,"agri","No","1"
1239,16,"FRENCH","Male","1ST YR COL",3.3309,"No",602,175,4,"Good",0,0,8,66,"fin","No","1"
1240,20,"GERMAN","Male","12TH GRADE",2.3,"No",600,240,5,"Fair",2,1,15,42,"agri","No","1"
1241,16,"GERMAN","Female","12TH GRADE",1.4,"Yes",509,180,5,"Good",0,0,6,59,"retail","No","0"
1242,15,"IRISH","Female","2ND YR COL",1.0363,"No",505,133,5,"Very Good",1,0,8,74,"personal","Yes","0"
1243,20,"ENGLISH","Female","12TH GRADE",2.1,"No",508,150,3,"Very Good",0,0,5,63,"manuf","No","1"
1244,16,"AMERICAN","Female","12TH GRADE",2.3,"No",501,112,4,"Good",0,0,10,85,"manuf","No","1"
1245,19,"FRENCH","Female","12TH GRADE",1.8,"No",504,120,9,"Excellent",0,0,3,32,"fin","No","1"
1246,17,"IRISH","Male","5TH YR COL",4.2,"No",511,160,9,"Very Good",0,0,8,89,"manuf","Yes","1"
1247,16,"GERMAN","Male","12TH GRADE",3.4,"No",508,170,9,"Very Good",3,0,9,66,"retail","Yes","1"
1248,20,"GERMAN","Female","4TH YR COL",4.8,"No",506,135,3,"Very Good",0,0,5,55,"pro","Yes","1"
1249,20,"ENGLISH","Female","12TH GRADE",2.19,"No",507,175,3,"Very Good",0,0,4,55,"pro","No","1"
1250,20,"NATIVE-AMERICAN","Male","12TH GRADE",0.9,"No",510,189,3,"Good",0,0,17,12,"construction","No","0"
1251,19,"ENGLISH","Female","12TH GRADE",1.1,"No",505,124,3,"Very Good",0,0,17,38,"transp","No","0"
1252,19,"NONE","Male","12TH GRADE",3,"No",503,150,2,"Very Good",0,0,2,67,"retail","No","1"
1253,18,"GERMAN","Female","12TH GRADE",1.5,"No",502,125,2,"Very Good",0,0,4,38,"pro","No","0"
1254,14,"ENGLISH","Female","12TH GRADE",2.3,"No",506,120,4,"Good",1,0,7,24,"manuf","No","1"
1255,18,"GERMAN","Female","12TH GRADE",1.1,"No",507,220,4,"Fair",0,0,8,23,"pro","No","0"
1256,19,"GERMAN","Male","12TH GRADE",1.7,"No",600,230,4,"Fair",0,0,10,45,"transp","No","0"
1257,17,"ENGLISH","Female","5TH YR COL",5,"No",511,150,4,"Very Good",0,0,10,49,"manuf","No","1"
1258,21,"GERMAN","Male","3RD YR COL",1.2,"Yes",509,160,5,"Excellent",2,0,11,98,"construction","No","0"
1259,16,"NONE","Male","7TH YR COL",4.3,"No",506,140,5,"Very Good",2,0,10,95,"pro","Yes","1"
1260,16,"ENGLISH","Male","10TH GRADE",3,"No",601,180,7,"Good",0,0,5,14,"transp","No","1"
1261,16,"ENGLISH","Male","4TH YR COL",13.8775,"No",603,210,4,"Very Good",3,0,16,87,"fin","Yes","1"
1262,16,"ENGLISH","Male","12TH GRADE",3.6,"No",601,180,4,"Very Good",0,1,2,59,"manuf","No","1"
1263,14,"GERMAN","Female","12TH GRADE",2.3,"No",506,135,3,"Very Good",0,0,7,86,"pro","No","1"
1264,20,"GERMAN","Female","2ND YR COL",4.8,"Yes",500,89,3,"Fair",0,0,2,89,"pro","Yes","1"
1265,16,"ENGLISH","Male","12TH GRADE",3.5,"No",508,150,6,"Excellent",4,0,7,65,"manuf","No","1"
1266,14,"GERMAN","Male","3RD YR COL",2.5,"No",510,195,2,"Very Good",0,0,8,59,"construction","No","1"
1267,18,"GERMAN","Female","12TH GRADE",1.9,"No",503,125,5,"Excellent",0,0,5,46,"fin","No","1"
1268,17,"GERMAN","Male","12TH GRADE",1.8,"Yes",509,145,5,"Very Good",3,1,8,61,"manuf","No","1"
1269,14,"GERMAN","Female","12TH GRADE",3.3,"No",506,180,5,"Poor",0,0,6,59,"manuf","No","1"
1270,19,"ENGLISH","Male","8TH GRADE",1,"No",511,160,4,"Good",0,0,21,19,"busi","No","0"
1271,18,"NATIVE-AMERICAN","Female","8TH GRADE",0.72,"No",506,115,4,"Good",0,0,16,25,"pro","No","0"
1272,21,"ENGLISH","Female","12TH GRADE",0.7,"No",504,135,3,"Good",0,0,9,27,"pro","No","0"
1273,15,"GERMAN","Female","12TH GRADE",0,"No",502,125,4,"Poor",0,0,9,49,"busi","No","0"
1274,14,"GERMAN","Female","11TH GRADE",1.26,"Yes",508,130,4,"Very Good",0,0,5,21,"pro","No","0"
1275,20,"ENGLISH","Male","1ST YR COL",2,"No",511,165,7,"Excellent",0,0,21,72,"pro","No","1"
1276,18,"ENGLISH","Male","4TH YR COL",3.4,"No",509,230,5,"Very Good",0,0,8,59,"pro","No","1"
1277,15,"IRISH","Male","12TH GRADE",1.4,"No",508,155,5,"Excellent",0,0,9,58,"retail","No","0"
1278,22,"GERMAN","Male","4TH YR COL",4.6,"No",511,170,1,"Excellent",0,0,7,82,"pub","No","1"
1279,22,"GERMAN","Female","12TH GRADE",0.45,"No",507,118,3,"Poor",0,0,14,35,"fin","No","0"
1280,21,"OTHER","Male","12TH GRADE",0.48,"Yes",510,160,3,"Very Good",0,0,1,41,"agri","No","0"
1281,16,"AMERICAN","Male","4TH YR COL",2.6,"No",600,165,5,"Excellent",0,0,8,90,"manuf","Yes","1"
1282,18,"GERMAN","Male","12TH GRADE",1.2,"No",510,180,3,"Good",0,0,10,68,"agri","No","0"
1283,21,"GERMAN","Female","12TH GRADE",1.6355,"Yes",507,180,3,"Good",0,0,3,57,"retail","No","0"
1284,16,"OTHER","Male","12TH GRADE",3.3,"No",510,220,3,"Good",1,0,16,53,"manuf","No","1"
1285,20,"ENGLISH","Female","12TH GRADE",1.3,"Yes",504,140,3,"Excellent",0,0,4,25,"pub","No","0"
1286,20,"GERMAN","Male","2ND YR COL",4.409,"No",511,175,6,"Excellent",0,0,3,96,"pro","Yes","1"
1287,17,"GERMAN","Male","12TH GRADE",4.1,"No",600,142,6,"Excellent",0,0,4,86,"manuf","No","1"
1288,15,"GERMAN","Female","2ND YR COL",0,"No",505,130,6,"Excellent",0,0,7,77,"pro","No","0"
1289,14,"FRENCH","Male","12TH GRADE",1.2,"No",511,140,5,"Fair",0,0,9,15,"manuf","No","0"
1290,19,"GERMAN","Female","5TH YR COL",1.1,"No",507,140,5,"Good",0,0,8,78,"pro","No","0"
1291,16,"ENGLISH","Male","12TH GRADE",2.7,"Yes",511,210,6,"Very Good",1,0,12,64,"manuf","No","1"
1292,15,"ENGLISH","Male","12TH GRADE",3.4,"No",511,195,6,"Good",3,0,4,63,"wholesale","No","1"
1293,22,"POLISH","Male","2ND YR COL",0,"Yes",507,145,3,"Good",0,0,9,76,"manuf","No","0"
1294,16,"ITALIAN","Female","12TH GRADE",0.3,"No",502,120,4,"Good",0,0,12,13,"manuf","No","0"
1295,20,"GERMAN","Male","12TH GRADE",4.5,"No",508,170,3,"Very Good",0,0,8,54,"construction","No","1"
1296,19,"GERMAN","Female","12TH GRADE",0.5,"No",505,165,3,"Very Good",0,0,4,91,"retail","Yes","0"
1297,19,"ENGLISH","Female","12TH GRADE",1.05,"Yes",503,115,4,"Good",0,0,8,35,"manuf","No","0"
1298,16,"ENGLISH","Male","12TH GRADE",0.8,"No",511,180,5,"Good",0,1,7,47,"construction","No","0"
1299,14,"ENGLISH","Male","12TH GRADE",4.7,"No",508,150,5,"Fair",0,0,6,8,"manuf","No","1"
1300,17,"GERMAN","Female","12TH GRADE",0.52,"No",507,157,6,"Good",0,0,6,9,"manuf","No","0"
1301,16,"GERMAN","Female","12TH GRADE",0.1,"No",504,135,6,"Good",1,0,14,19,"retail","Yes","0"
1302,14,"GERMAN","Female","12TH GRADE",0.5,"Yes",505,140,6,"Good",1,1,9,13,"manuf","No","0"
