id,age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
4042,14,"BLACK","Female","12TH GRADE",2.4,"No",506,118,7,"Excellent",0,0,5,5,"retail","No","1"
4043,19,"BLACK","Female","12TH GRADE",1.5,"No",501,125,5,"Excellent",0,0,12,23,"transp","No","0"
4044,18,"BLACK","Male","12TH GRADE",2.5,"No",511,200,7,"Good",0,0,9,5,"construction","No","1"
4045,17,"BLACK","Male","11TH GRADE",0,"No",506,140,5,"Excellent",0,0,6,1,"agri","No","0"
4046,21,"BLACK","Female","12TH GRADE",0.6,"No",505,140,8,"Excellent",0,0,6,17,"personal","No","0"
4047,17,"BLACK","Female","12TH GRADE",1,"No",504,147,8,"Very Good",0,0,2,21,"personal","No","0"
4048,18,"BLACK","Female","4TH YR COL",1.5,"No",504,117,5,"Excellent",0,0,7,20,"pro","Yes","0"
4049,15,"BLACK","Male","3RD YR COL",2.4,"No",605,205,5,"Very Good",0,0,10,27,"pro","No","1"
4050,17,"CHICANO","Male","12TH GRADE",1.2,"No",505,130,8,"Good",1,0,19,16,"construction","Yes","0"
4051,16,"MEXICAN-AMERICAN","Female","9TH GRADE",0,"No",506,128,8,"Very Good",0,0,3,13,"personal","No","0"
4052,14,"MEXICAN-AMERICAN","Female","12TH GRADE",2.4997,"No",501,114,8,"Excellent",3,0,3,22,"retail","No","1"
4053,20,"CHICANO","Male","12TH GRADE",2.7,"No",509,285,5,"Very Good",0,0,5,69,"manuf","No","1"
4054,17,"MEXICAN-AMERICAN","Male","12TH GRADE",2.2,"No",506,230,8,"Very Good",0,0,7,8,"pub","No","1"
4055,16,"MEXICAN-AMERICAN","Male","12TH GRADE",2.65,"No",507,164,8,"Very Good",0,0,8,11,"pro","No","1"
4056,16,"PUERTORICAN","Male","1ST YR COL",0.158,"No",510,150,5,"Fair",0,1,9,69,"retail","No","0"
4057,15,"IRISH","Male","6TH YR COL",2.15,"No",511,145,5,"Very Good",3,0,18,32,"manuf","Yes","1"
4058,21,"GERMAN","Male","9TH GRADE",2.8338,"No",507,140,3,"Good",1,1,6,23,"construction","No","1"
4059,20,"GERMAN","Female","4TH YR COL",0.3315,"No",506,125,3,"Very Good",0,0,5,87,"pro","No","0"
4060,18,"BLACK","Male","12TH GRADE",2.2,"No",508,188,7,"Good",0,0,10,9,"manuf","No","1"
4061,15,"BLACK","Female","11TH GRADE",0.5,"No",506,130,4,"Very Good",0,0,5,11,"personal","Yes","0"
4062,19,"BLACK","Male","1ST YR COL",2.2,"No",511,185,3,"Very Good",2,0,11,88,"busi","No","1"
4063,18,"BLACK","Male","1ST YR COL",3.2,"No",604,198,7,"Very Good",1,0,9,52,"manuf","No","1"
4064,17,"BLACK","Female","12TH GRADE",1.6,"No",507,121,2,"Good",0,0,10,29,"personal","No","0"
4065,15,"PUERTORICAN","Male","8TH GRADE",6,"No",503,153,4,"Good",2,1,16,12,"retail","No","1"
4066,15,"PUERTORICAN","Male","9TH GRADE",0.5,"No",504,136,10,"Poor",0,0,8,3,"manuf","No","0"
4067,15,"MEXICAN-AMERICAN","Female","2ND YR COL",2.01,"No",502,104,10,"Very Good",0,0,12,26,"pro","No","1"
4068,19,"MEXICAN-AMERICAN","Male","1ST YR COL",1.7,"No",507,138,8,"Good",0,0,3,55,"wholesale","No","0"
4069,15,"MEXICAN-AMERICAN","Male","12TH GRADE",0.18,"No",511,222,7,"Good",0,0,8,27,"retail","No","0"
4070,20,"MEXICAN-AMERICAN","Male","9TH GRADE",3.16,"No",600,190,9,"Very Good",0,0,12,29,"manuf","No","1"
4071,16,"MEXICAN-AMERICAN","Female","2ND YR COL",0,"No",504,147,9,"Fair",0,0,5,34,"wholesale","No","0"
4072,15,"MEXICAN-AMERICAN","Male","1ST YR COL",1.8,"No",507,190,9,"Good",0,0,7,37,"manuf","No","1"
4073,21,"MEXICAN-AMERICAN","Male","2ND YR COL",1.3,"No",600,215,5,"Very Good",0,0,3,27,"retail","No","0"
4074,15,"MEXICAN-AMERICAN","Female","3RD YR COL",3.5,"No",505,125,4,"Good",0,0,12,40,"pro","No","1"
4075,18,"MEXICAN-AMERICAN","Male","2ND YR COL",2.5,"No",507,210,4,"Fair",0,0,15,71,"retail","No","1"
4076,17,"MEXICAN-AMERICAN","Female","2ND YR COL",1,"No",506,110,1,"Good",0,0,10,12,"pro","No","0"
4077,17,"MEXICAN-AMERICAN","Male","10TH GRADE",0.1,"No",506,125,4,"Fair",2,0,13,2,"construction","No","0"
4078,15,"ENGLISH","Male","10TH GRADE",2.5,"No",507,125,7,"Good",0,0,13,8,"retail","No","1"
4079,18,"CHICANO","Male","12TH GRADE",2.5,"No",507,180,7,"Good",2,0,10,21,"manuf","No","1"
4080,16,"MEXICAN-AMERICAN","Male","12TH GRADE",2.3,"No",504,190,7,"Very Good",2,0,8,11,"manuf","Yes","1"
4081,16,"MEXICAN-AMERICAN","Female","3RD YR COL",1.6,"No",502,107,7,"Very Good",0,0,6,17,"fin","No","0"
4082,15,"MEXICAN","Male","12TH GRADE",1.3,"No",507,139,7,"Very Good",3,0,8,23,"agri","No","0"
4083,20,"NATIVE-AMERICAN","Male","1ST YR COL",6.5,"No",600,165,5,"Very Good",0,0,6,40,"transp","No","1"
4084,20,"MEXICAN-AMERICAN","Male","12TH GRADE",2,"No",509,240,9,"Good",0,0,15,13,"pro","No","1"
4085,17,"MEXICAN-AMERICAN","Male","12TH GRADE",0,"No",507,146,9,"Good",0,0,11,19,"retail","No","0"
4086,21,"MEXICAN-AMERICAN","Male","12TH GRADE",0,"No",508,198,5,"Good",1,0,1,20,"retail","No","0"
4087,22,"MEXICAN-AMERICAN","Female","10TH GRADE",0,"No",508,152,1,"Good",0,0,4,8,"retail","No","0"
4088,17,"MEXICAN-AMERICAN","Female","12TH GRADE",2.2,"No",506,170,11,"Very Good",0,0,4,34,"pro","Yes","1"
4089,16,"MEXICAN-AMERICAN","Male","12TH GRADE",1.4,"No",510,143,8,"Good",0,1,7,19,"manuf","Yes","0"
4090,20,"MEXICAN-AMERICAN","Female","4TH YR COL",1.2,"No",503,125,13,"Fair",0,0,5,53,"pro","Yes","0"
4091,16,"MEXICAN-AMERICAN","Female","1ST YR COL",0,"No",502,135,8,"Good",2,0,10,18,"retail","No","0"
4092,18,"CHICANO","Male","12TH GRADE",3.8,"No",507,157,4,"Good",0,0,7,41,"transp","Yes","1"
4093,15,"MEXICAN-AMERICAN","Female","4TH YR COL",2.7,"No",504,130,4,"Good",0,0,5,42,"pub","No","1"
4094,17,"MEXICAN-AMERICAN","Male","12TH GRADE",1.6,"No",510,169,6,"Good",0,0,6,28,"retail","No","0"
4095,19,"MEXICAN-AMERICAN","Male","12TH GRADE",2.1,"No",601,175,6,"Excellent",3,0,7,16,"retail","No","1"
4096,20,"MEXICAN-AMERICAN","Male","12TH GRADE",1.17,"No",506,155,4,"Very Good",1,0,1,25,"busi","No","0"
4097,19,"MEXICAN-AMERICAN","Female","1ST YR COL",1.5,"No",503,140,10,"Good",1,0,6,31,"pro","No","0"
4098,17,"MEXICAN-AMERICAN","Male","10TH GRADE",1.5,"No",602,215,6,"Fair",0,1,8,25,"manuf","No","0"
4099,21,"MEXICAN-AMERICAN","Female","12TH GRADE",1,"No",501,118,6,"Fair",0,0,2,11,"wholesale","No","0"
4100,19,"MEXICAN-AMERICAN","Male","12TH GRADE",5.3,"No",602,237,7,"Good",0,0,6,32,"mining","No","1"
4101,16,"MEXICAN-AMERICAN","Female","12TH GRADE",0.84,"No",507,184,7,"Good",0,0,7,43,"manuf","No","0"
4102,14,"MEXICAN-AMERICAN","Female","12TH GRADE",0.34,"Yes",411,117,5,"Fair",0,0,4,10,"retail","No","0"
4103,14,"CUBAN","Male","11TH GRADE",2.1,"No",506,185,3,"Very Good",2,0,3,13,"manuf","No","1"
4104,16,"MEXICAN-AMERICAN","Female","12TH GRADE",2,"No",503,140,3,"Very Good",0,0,14,28,"manuf","No","1"
4105,19,"MEXICAN-AMERICAN","Female","1ST YR COL",0,"No",500,103,3,"Fair",0,0,6,21,"busi","No","0"
4106,17,"AMERICAN","Male","12TH GRADE",1.9,"No",600,185,2,"Good",4,1,9,9,"busi","No","1"
4107,18,"MEXICAN-AMERICAN","Male","1ST YR COL",3.7,"No",511,200,7,"Excellent",0,0,15,29,"mining","No","1"
4108,16,"MEXICAN-AMERICAN","Female","4TH YR COL",6.5,"No",504,127,7,"Good",2,0,7,51,"pro","Yes","1"
4109,17,"AMERICAN","Female","12TH GRADE",2.4,"No",500,115,4,"Excellent",1,0,6,16,"retail","No","1"
4110,17,"AMERICAN","Female","12TH GRADE",1.6,"No",502,105,3,"Fair",0,0,4,13,"retail","Yes","0"
4111,16,"AMERICAN","Male","12TH GRADE",3,"Yes",510,185,3,"Very Good",0,0,7,30,"busi","No","1"
4112,15,"AMERICAN","Male","11TH GRADE",1.4,"Yes",508,205,2,"Very Good",1,0,9,27,"busi","No","0"
4113,19,"NATIVE-AMERICAN","Female","3RD YR COL",3.6,"No",502,135,8,"Excellent",0,0,9,11,"busi","No","1"
4114,18,"MEXICAN-AMERICAN","Female","3RD YR COL",1.9,"No",504,135,8,"Good",0,0,11,39,"retail","No","1"
4115,16,"MEXICAN","Female","2ND YR COL",1,"No",505,136,8,"Very Good",0,0,12,23,"pro","Yes","0"
4116,15,"MEXICAN-AMERICAN","Male","3RD YR COL",2.45,"No",510,185,4,"Excellent",3,0,12,88,"pro","Yes","1"
4117,14,"MEXICAN-AMERICAN","Female","1ST YR COL",0.08,"No",502,102,6,"Very Good",0,0,11,43,"busi","No","0"
4118,20,"MEXICAN-AMERICAN","Male","1ST YR COL",5.4,"No",600,172,6,"Very Good",0,0,8,85,"busi","No","1"
4119,15,"MEXICAN-AMERICAN","Female","12TH GRADE",1.6,"Yes",503,138,6,"Fair",0,0,10,25,"fin","No","0"
4120,15,"AMERICAN","Male","12TH GRADE",3.796,"No",508,160,7,"Very Good",5,0,14,31,"construction","No","1"
4121,17,"MEXICAN-AMERICAN","Male","12TH GRADE",3,"No",510,220,6,"Very Good",1,0,12,49,"pub","Yes","1"
4122,15,"MEXICAN-AMERICAN","Female","12TH GRADE",0.2,"No",503,140,6,"Very Good",0,0,12,17,"retail","No","0"
4123,19,"BLACK","Female","1ST YR COL",3.3,"No",505,145,6,"Very Good",0,0,5,29,"pro","No","1"
4124,19,"PUERTORICAN","Male","12TH GRADE",1.75,"No",508,135,4,"Good",0,0,4,15,"transp","No","1"
4125,14,"PUERTORICAN","Male","12TH GRADE",3.5,"No",508,165,4,"Excellent",0,0,2,12,"manuf","No","1"
4126,19,"BLACK","Female","2ND YR COL",0.16,"No",505,160,6,"Fair",0,0,6,37,"manuf","No","0"
4127,17,"BLACK","Male","12TH GRADE",6,"Yes",511,140,6,"Good",0,0,8,15,"construction","No","1"
4128,16,"BLACK","Male","12TH GRADE",0.4,"No",511,135,6,"Good",0,0,6,9,"retail","No","0"
4129,15,"GERMAN","Male","12TH GRADE",1.8,"No",508,140,4,"Very Good",1,0,10,16,"construction","Yes","1"
4130,19,"BLACK","Female","3RD YR COL",2.3,"No",501,108,8,"Very Good",0,0,6,23,"retail","No","1"
4131,15,"BLACK","Female","2ND YR COL",1.6895,"No",503,116,2,"Very Good",0,0,8,36,"personal","No","0"
4132,20,"BLACK","Male","2ND YR COL",4.5,"Yes",507,150,7,"Very Good",0,1,8,42,"transp","No","1"
4133,19,"BLACK","Male","12TH GRADE",0.85,"Yes",600,185,2,"Very Good",0,0,9,4,"transp","No","0"
4134,21,"BLACK","Male","10TH GRADE",5.9,"No",509,250,4,"Very Good",0,1,5,5,"transp","No","1"
4135,19,"ENGLISH","Male","12TH GRADE",5.4,"No",510,230,4,"Very Good",0,0,2,7,"manuf","No","1"
4136,18,"BLACK","Male","8TH GRADE",1,"No",506,130,3,"Fair",0,0,8,6,"busi","No","0"
4137,18,"BLACK","Male","3RD YR COL",2,"No",601,155,7,"Very Good",0,0,3,42,"manuf","No","1"
4138,20,"BLACK","Male","12TH GRADE",0.7,"No",600,160,5,"Very Good",1,0,10,38,"construction","No","0"
4139,18,"BLACK","Female","12TH GRADE",1.6,"No",507,135,5,"Fair",0,0,8,18,"retail","No","0"
4140,17,"BLACK","Male","12TH GRADE",3.9,"No",508,145,5,"Fair",2,1,14,13,"busi","No","1"
4141,21,"BLACK","Male","12TH GRADE",3,"No",505,155,1,"Excellent",2,0,9,4,"construction","No","1"
4142,20,"BLACK","Male","9TH GRADE",2.4,"No",603,190,8,"Excellent",0,0,5,12,"fin","No","1"
4143,14,"BLACK","Female","12TH GRADE",0.1,"No",504,110,5,"Very Good",0,0,5,3,"busi","No","0"
4144,19,"BLACK","Female","12TH GRADE",3,"No",504,130,4,"Good",0,0,4,28,"pub","No","1"
4145,17,"BLACK","Male","12TH GRADE",3.3,"No",600,145,7,"Good",0,0,4,1,"wholesale","No","1"
4146,16,"BLACK","Male","3RD YR COL",2.5,"No",606,210,7,"Very Good",0,0,5,27,"pub","Yes","1"
4147,17,"BLACK","Male","2ND YR COL",6,"No",600,139,2,"Very Good",0,0,7,62,"transp","No","1"
4148,20,"BLACK","Female","4TH YR COL",2.1,"No",508,150,11,"Fair",0,0,7,7,"transp","No","1"
4149,19,"BLACK","Male","12TH GRADE",0,"No",601,159,11,"Good",0,0,10,3,"transp","No","0"
4150,16,"BLACK","Male","12TH GRADE",0.5,"No",510,162,8,"Poor",0,0,8,4,"manuf","No","0"
4151,14,"BLACK","Male","12TH GRADE",4.2,"No",602,168,5,"Good",0,0,13,5,"manuf","No","1"
4152,16,"BLACK","Female","4TH YR COL",1.5,"No",503,180,2,"Very Good",0,0,7,34,"busi","No","0"
4153,16,"BLACK","Female","8TH GRADE",0.17,"Yes",504,126,9,"Poor",0,0,4,15,"personal","No","0"
4154,16,"BLACK","Female","12TH GRADE",0,"No",405,125,4,"Poor",0,0,4,1,"retail","No","0"
4155,16,"BLACK","Male","10TH GRADE",1.2,"No",511,164,4,"Excellent",0,0,7,4,"busi","No","0"
4156,19,"BLACK","Female","12TH GRADE",1.32,"No",502,145,5,"Fair",0,0,4,3,"personal","No","0"
4157,16,"BLACK","Male","3RD YR COL",3,"No",509,170,6,"Very Good",0,0,7,56,"manuf","No","1"
4158,14,"BLACK","Female","12TH GRADE",0.89,"No",502,172,6,"Very Good",0,0,4,5,"pro","No","0"
4159,16,"BLACK","Male","12TH GRADE",0.8,"Yes",510,150,4,"Excellent",0,1,9,16,"agri","No","0"
4160,17,"BLACK","Male","3RD YR COL",1,"No",506,150,2,"Very Good",0,0,9,66,"construction","No","0"
4161,20,"BLACK","Female","8TH GRADE",0.05,"No",504,199,8,"Fair",0,0,5,10,"personal","No","0"
4162,16,"BLACK","Female","10TH GRADE",1.35,"No",504,223,8,"Good",0,0,4,29,"personal","No","0"
4163,20,"BLACK","Female","2ND YR COL",1.3,"No",507,132,4,"Very Good",0,0,5,15,"retail","No","0"
4164,17,"BLACK","Male","12TH GRADE",3.2,"No",600,190,4,"Very Good",1,0,11,12,"retail","No","1"
4165,18,"BLACK","Male","1ST YR COL",3,"No",602,165,5,"Very Good",0,0,10,6,"manuf","No","1"
4166,14,"BLACK","Male","12TH GRADE",1.8,"No",506,200,7,"Fair",1,0,3,6,"manuf","No","1"
4167,21,"BLACK","Male","12TH GRADE",2,"No",600,150,5,"Good",0,0,3,2,"manuf","No","1"
4168,19,"BLACK","Male","2ND YR COL",2.6,"No",508,130,5,"Very Good",0,0,1,50,"manuf","No","1"
4169,14,"MEXICAN-AMERICAN","Male","9TH GRADE",0.8,"No",504,150,15,"Very Good",0,0,14,4,"construction","No","0"
4170,18,"BLACK","Male","12TH GRADE",0,"No",600,190,15,"Good",0,0,8,12,"construction","No","0"
4171,16,"BLACK","Male","12TH GRADE",1.04,"Yes",504,175,4,"Very Good",0,0,11,11,"manuf","No","0"
4172,19,"ENGLISH","Female","9TH GRADE",0.2,"No",504,185,3,"Fair",0,0,5,5,"personal","No","0"
4173,19,"BLACK","Male","5TH YR COL",4.32,"No",510,180,8,"Excellent",0,0,6,29,"transp","Yes","1"
4174,17,"BLACK","Female","1ST YR COL",1.1,"No",507,130,8,"Very Good",0,0,6,34,"retail","No","0"
4175,15,"ENGLISH","Male","12TH GRADE",0,"No",508,148,3,"Good",0,0,9,4,"construction","No","0"
4176,19,"BLACK","Female","2ND YR COL",1.4,"No",502,125,9,"Good",0,0,7,16,"manuf","No","0"
4177,17,"BLACK","Male","12TH GRADE",2.5,"No",507,164,9,"Good",2,0,11,7,"construction","No","1"
4178,15,"BLACK","Male","3RD YR COL",2.8,"Yes",508,150,9,"Fair",1,0,12,8,"construction","No","1"
4179,16,"BLACK","Male","5TH YR COL",4.6,"Yes",601,165,7,"Excellent",0,0,12,59,"pro","No","1"
4180,15,"BLACK","Female","2ND YR COL",1.2,"No",503,140,7,"Good",0,0,10,25,"retail","No","0"
4181,20,"BLACK","Female","9TH GRADE",0.7,"No",504,110,1,"Very Good",0,0,3,1,"personal","No","0"
4182,16,"BLACK","Male","1ST YR COL",3.3,"No",600,204,3,"Good",0,0,12,25,"pro","No","1"
4183,21,"BLACK","Male","6TH YR COL",1.6,"No",601,195,4,"Good",0,0,15,29,"manuf","No","0"
4184,18,"BLACK","Female","10TH GRADE",0.98,"No",504,185,11,"Excellent",1,0,5,4,"manuf","No","0"
4185,15,"BLACK","Female","12TH GRADE",1.3,"No",503,155,3,"Good",0,0,4,8,"personal","No","0"
4186,17,"BLACK","Male","12TH GRADE",2,"No",506,140,7,"Good",1,0,8,11,"transp","No","1"
4187,15,"BLACK","Male","3RD YR COL",3.6,"No",508,165,3,"Very Good",2,0,5,19,"manuf","No","1"
4188,17,"BLACK","Female","4TH YR COL",1.8,"No",504,150,3,"Very Good",0,0,12,13,"busi","Yes","1"
4189,17,"BLACK","Female","12TH GRADE",4.5,"No",507,140,12,"Very Good",0,0,7,50,"pro","No","1"
4190,16,"BLACK","Male","12TH GRADE",0.7,"Yes",510,186,12,"Fair",2,1,14,20,"manuf","No","0"
4191,20,"BLACK","Female","2ND YR COL",3.1,"No",507,204,4,"Very Good",0,0,5,61,"manuf","No","1"
4192,16,"FRENCH","Female","12TH GRADE",0.49,"No",503,120,5,"Good",0,0,18,62,"pro","Yes","0"
4193,14,"BLACK","Male","12TH GRADE",0.9,"No",508,185,4,"Fair",1,0,9,1,"manuf","No","0"
4194,17,"BLACK","Female","11TH GRADE",1.456,"No",506,140,5,"Good",0,0,3,18,"retail","No","0"
4195,15,"BLACK","Male","12TH GRADE",3,"Yes",508,150,2,"Very Good",3,0,6,10,"personal","No","1"
4196,17,"NATIVE-AMERICAN","Female","12TH GRADE",0.6,"No",504,170,4,"Excellent",0,0,8,38,"retail","No","0"
4197,20,"BLACK","Female","12TH GRADE",0.8,"No",504,160,11,"Good",0,0,4,7,"retail","No","0"
4198,17,"BLACK","Male","12TH GRADE",1.69,"No",509,185,4,"Fair",1,0,6,40,"pro","No","0"
4199,17,"BLACK","Male","12TH GRADE",6,"No",510,180,8,"Excellent",0,0,3,17,"manuf","Yes","1"
4200,18,"BLACK","Male","12TH GRADE",2.3,"No",600,250,6,"Good",0,0,8,16,"agri","No","1"
4201,21,"BLACK","Male","10TH GRADE",2,"No",509,150,1,"Very Good",0,1,12,7,"retail","No","1"
4202,20,"BLACK","Female","4TH YR COL",4.5,"No",507,256,3,"Good",0,0,6,44,"pub","No","1"
4203,22,"BLACK","Male","2ND YR COL",1.2,"Yes",508,170,7,"Good",0,1,11,36,"agri","No","0"
4204,15,"BLACK","Female","2ND YR COL",0,"No",505,150,7,"Very Good",0,0,5,45,"agri","No","0"
4205,20,"BLACK","Male","12TH GRADE",3.2,"No",508,145,4,"Excellent",0,0,5,18,"manuf","No","1"
4206,18,"BLACK","Male","12TH GRADE",3.7,"No",604,224,10,"Good",0,0,15,23,"pub","No","1"
4207,14,"BLACK","Female","10TH GRADE",2,"No",506,170,10,"Very Good",0,0,3,8,"pro","No","1"
4208,18,"OTHER","Male","12TH GRADE",3.2,"Yes",508,150,7,"Excellent",0,0,12,33,"construction","No","1"
4209,16,"BLACK","Female","12TH GRADE",1.6,"No",501,127,4,"Good",1,0,5,35,"manuf","No","0"
4210,18,"PUERTORICAN","Female","11TH GRADE",0,"No",506,225,7,"Fair",0,0,8,10,"pro","No","0"
4211,16,"PUERTORICAN","Female","12TH GRADE",2.3,"No",503,143,7,"Very Good",0,0,2,41,"fin","No","1"
4212,18,"PORTUGUESE","Male","12TH GRADE",1.8,"No",504,147,6,"Very Good",0,0,10,2,"pro","No","1"
4213,17,"PORTUGUESE","Female","1ST YR COL",2.3105,"No",503,118,6,"Excellent",0,0,5,15,"pro","No","1"
4214,14,"PUERTORICAN","Female","1ST YR COL",3,"No",503,110,7,"Excellent",0,0,10,39,"pro","Yes","1"
4215,17,"BLACK","Male","12TH GRADE",2.6,"No",511,215,5,"Very Good",0,0,9,80,"wholesale","No","1"
4216,19,"PUERTORICAN","Male","12TH GRADE",0,"No",508,215,5,"Fair",0,0,5,13,"retail","No","0"
4217,17,"PUERTORICAN","Female","12TH GRADE",0.36,"Yes",502,150,5,"Very Good",0,0,4,10,"manuf","No","0"
4218,15,"PUERTORICAN","Female","12TH GRADE",2.2252,"Yes",411,117,5,"Very Good",0,0,6,17,"busi","No","1"
4219,16,"BLACK","Male","6TH YR COL",13.8775,"No",510,160,6,"Very Good",0,0,16,50,"fin","No","1"
4220,16,"PUERTORICAN","Male","12TH GRADE",2.8,"No",507,156,5,"Very Good",0,0,19,19,"construction","No","1"
4221,16,"OTHER-HISPANIC","Female","12TH GRADE",4.3,"Yes",507,165,4,"Good",0,0,5,14,"fin","Yes","1"
4222,17,"PUERTORICAN","Female","1ST YR COL",1.2,"No",501,175,6,"Fair",0,0,9,19,"pro","No","0"
4223,17,"PUERTORICAN","Male","2ND YR COL",5.8,"No",505,130,3,"Excellent",0,0,4,62,"manuf","Yes","1"
4224,18,"PUERTORICAN","Female","2ND YR COL",4.2,"No",502,120,5,"Excellent",0,0,10,25,"fin","No","1"
4225,15,"KOREAN","Male","12TH GRADE",6.8,"No",510,175,5,"Good",0,0,14,42,"pub","No","1"
4226,21,"BLACK","Female","12TH GRADE",2.5,"No",507,149,3,"Good",0,0,6,18,"pro","No","1"
4227,16,"PUERTORICAN","Female","10TH GRADE",0,"No",500,150,9,"Good",0,0,1,1,"manuf","No","0"
4228,19,"BLACK","Male","12TH GRADE",5,"No",605,235,8,"Very Good",0,1,13,38,"enter","Yes","1"
4229,16,"BLACK","Female","12TH GRADE",1,"No",506,142,7,"Very Good",1,0,6,21,"retail","No","0"
4230,18,"PUERTORICAN","Male","11TH GRADE",0.45,"No",507,165,4,"Fair",1,0,4,11,"manuf","No","0"
4231,16,"PUERTORICAN","Male","8TH GRADE",1.7,"No",500,139,4,"Fair",0,0,15,1,"transp","No","0"
4232,16,"PUERTORICAN","Male","12TH GRADE",3.3,"No",506,152,5,"Very Good",0,0,10,2,"busi","No","1"
4233,15,"BLACK","Male","2ND YR COL",2.627,"No",510,138,4,"Very Good",0,0,17,32,"pub","No","1"
4234,20,"BLACK","Male","10TH GRADE",3.1,"No",511,160,4,"Excellent",3,0,8,51,"busi","No","1"
4235,17,"BLACK","Male","11TH GRADE",2.5,"No",511,190,5,"Excellent",0,0,5,22,"pro","No","1"
4236,20,"BLACK","Male","2ND YR COL",2.65,"No",508,189,5,"Very Good",0,0,8,46,"pub","Yes","1"
4237,17,"BLACK","Male","4TH YR COL",2.2,"No",506,140,6,"Excellent",0,0,12,18,"transp","No","1"
4238,16,"OTHER","Female","2ND YR COL",1.6,"No",505,150,4,"Good",0,0,5,57,"fin","No","0"
4239,15,"BLACK","Male","12TH GRADE",0,"No",602,190,9,"Very Good",2,0,9,3,"enter","No","0"
4240,16,"PORTUGUESE","Female","12TH GRADE",0,"No",507,170,7,"Good",0,0,4,19,"pro","No","0"
4241,15,"BLACK","Male","2ND YR COL",1,"No",510,230,7,"Fair",0,0,1,21,"busi","No","0"
4242,16,"BLACK","Female","12TH GRADE",2.7,"No",507,137,1,"Very Good",0,0,8,21,"transp","No","1"
4243,17,"BLACK","Female","2ND YR COL",3.55,"No",504,160,4,"Good",0,0,8,39,"transp","No","1"
4244,16,"BLACK","Male","12TH GRADE",1.6,"Yes",604,219,6,"Very Good",3,0,10,42,"pro","No","0"
4245,17,"BLACK","Male","12TH GRADE",13.8775,"No",511,164,4,"Very Good",0,0,11,11,"manuf","No","1"
4246,21,"BLACK","Female","5TH YR COL",4.9,"No",504,110,6,"Excellent",0,0,6,66,"transp","No","1"
4247,20,"BLACK","Female","12TH GRADE",2.3,"Yes",507,197,9,"Fair",0,0,7,10,"transp","No","1"
4248,16,"BLACK","Male","12TH GRADE",3,"No",510,150,9,"Good",3,0,3,29,"manuf","No","1"
4249,15,"BLACK","Female","12TH GRADE",0,"Yes",507,170,9,"Very Good",1,0,3,10,"busi","No","0"
4250,16,"BLACK","Female","5TH YR COL",2.8062,"No",509,135,4,"Fair",0,0,10,24,"pro","Yes","1"
4251,21,"OTHER-SPANISH","Male","7TH YR COL",4.8,"No",507,160,3,"Excellent",0,0,15,94,"pro","Yes","1"
4252,21,"BLACK","Female","2ND YR COL",2.8,"No",504,150,2,"Very Good",0,0,6,45,"pro","No","1"
4253,20,"PUERTORICAN","Female","4TH YR COL",3.1,"No",504,135,1,"Very Good",0,0,10,27,"busi","No","1"
4254,18,"MEXICAN-AMERICAN","Female","1ST YR COL",2.55,"No",500,105,6,"Good",0,0,3,43,"manuf","No","1"
4255,16,"PUERTORICAN","Female","4TH YR COL",5,"No",502,117,6,"Excellent",0,0,6,77,"retail","No","1"
4256,17,"PUERTORICAN","Male","1ST YR COL",5.4,"No",602,225,4,"Very Good",0,0,8,84,"manuf","No","1"
4257,18,"BLACK","Male","10TH GRADE",0.9,"No",601,167,3,"Very Good",0,1,9,6,"busi","No","0"
4258,15,"PUERTORICAN","Female","9TH GRADE",0,"No",506,140,3,"Very Good",0,0,11,17,"manuf","No","0"
4259,19,"BLACK","Male","4TH YR COL",5,"No",510,200,4,"Fair",0,0,12,54,"transp","No","1"
4260,21,"OTHER-HISPANIC","Female","2ND YR COL",1.7,"No",504,140,3,"Very Good",0,0,2,42,"transp","Yes","0"
4261,19,"OTHER-HISPANIC","Female","11TH GRADE",3.1,"No",502,118,8,"Good",0,0,6,8,"construction","No","1"
4262,17,"OTHER-HISPANIC","Male","12TH GRADE",3.5,"No",504,148,6,"Excellent",0,0,3,17,"transp","No","1"
4263,15,"OTHER-HISPANIC","Male","6TH YR COL",6,"No",505,170,4,"Excellent",0,0,3,97,"busi","No","1"
4264,21,"BLACK","Male","12TH GRADE",2.5,"Yes",509,210,2,"Fair",3,0,3,13,"construction","No","1"
4265,20,"BLACK","Female","2ND YR COL",1.8,"No",503,115,1,"Good",0,0,12,14,"pro","Yes","1"
4266,20,"BLACK","Male","10TH GRADE",0,"No",511,165,2,"Very Good",0,1,8,2,"pro","No","0"
4267,21,"BLACK","Female","5TH YR COL",2.1,"No",504,107,2,"Very Good",0,0,9,40,"pub","No","1"
4268,17,"BLACK","Male","1ST YR COL",1.3,"No",600,145,2,"Very Good",1,0,10,22,"busi","No","0"
4269,21,"FILIPINO","Female","4TH YR COL",13.8775,"Yes",506,115,2,"Excellent",0,0,7,99,"pro","Yes","1"
4270,22,"GERMAN","Male","5TH YR COL",13.8775,"No",600,185,5,"Very Good",0,0,6,99,"manuf","No","1"
4271,19,"IRISH","Male","4TH YR COL",4.5,"No",600,190,5,"Very Good",2,0,12,88,"fin","No","1"
